Rk,Year,Date,Region,Round,Seed0,School0,Seed1,School1,OT,Diff,City,State,Zipcode,Latitude,Longitude
2322,1999,March 11 1999,South,First Round,3,1385,14,1359,,26,Orlando,FL,32801,28.5399,-81.3727
2257,1999,March 13 1999,South,Second Round,2,1268,10,1166,,12,Orlando,FL,32801,28.5399,-81.3727
2307,1999,March 11 1999,South,First Round,2,1268,15,1434,,22,Orlando,FL,32801,28.5399,-81.3727
2308,1999,March 11 1999,South,First Round,7,1257,10,1166,,-4,Orlando,FL,32801,28.5399,-81.3727
2262,1999,March 13 1999,South,Second Round,6,1231,3,1385,,-25,Orlando,FL,32801,28.5399,-81.3727
2313,1999,March 11 1999,South,First Round,6,1231,11,1203,,20,Orlando,FL,32801,28.5399,-81.3727
2311,1999,March 11 1999,South,First Round,11,1203,6,1231,,-20,Orlando,FL,32801,28.5399,-81.3727
2258,1999,March 13 1999,South,Second Round,10,1166,2,1268,,-12,Orlando,FL,32801,28.5399,-81.3727
2331,1999,March 11 1999,South,First Round,10,1166,7,1257,,4,Orlando,FL,32801,28.5399,-81.3727
2236,1999,March 18 1999,West,Regional Semifinal,5,1234,1,1163,,-10,Phoenix,AZ,85001,33.704,-112.3518
2221,1999,March 20 1999,West,Regional Final,10,1211,1,1163,,-5,Phoenix,AZ,85001,33.704,-112.3518
2235,1999,March 18 1999,West,Regional Semifinal,10,1211,6,1196,,1,Phoenix,AZ,85001,33.704,-112.3518
2234,1999,March 18 1999,West,Regional Semifinal,6,1196,10,1211,,-1,Phoenix,AZ,85001,33.704,-112.3518
2224,1999,March 20 1999,West,Regional Final,1,1163,10,1211,,5,Phoenix,AZ,85001,33.704,-112.3518
2239,1999,March 18 1999,West,Regional Semifinal,1,1163,5,1234,,10,Phoenix,AZ,85001,33.704,-112.3518
2264,1999,March 13 1999,West,Second Round,14,1451,6,1196,OT,-8,Seattle,WA,98060,47.4323,-121.8034
2316,1999,March 11 1999,West,First Round,14,1451,3,1314,,2,Seattle,WA,98060,47.4323,-121.8034
2325,1999,March 11 1999,West,First Round,11,1335,6,1196,,-14,Seattle,WA,98060,47.4323,-121.8034
2306,1999,March 11 1999,West,First Round,7,1278,10,1211,,-12,Seattle,WA,98060,47.4323,-121.8034
2335,1999,March 11 1999,West,First Round,15,1108,2,1390,,-12,Seattle,WA,98060,47.4323,-121.8034
2265,1999,March 13 1999,West,Second Round,2,1390,10,1211,,-8,Seattle,WA,98060,47.4323,-121.8034
2321,1999,March 11 1999,West,First Round,2,1390,15,1108,,12,Seattle,WA,98060,47.4323,-121.8034
2328,1999,March 11 1999,West,First Round,3,1314,14,1451,,-2,Seattle,WA,98060,47.4323,-121.8034
2261,1999,March 13 1999,West,Second Round,10,1211,2,1390,,8,Seattle,WA,98060,47.4323,-121.8034
2312,1999,March 11 1999,West,First Round,10,1211,7,1278,,12,Seattle,WA,98060,47.4323,-121.8034
2260,1999,March 13 1999,West,Second Round,6,1196,14,1451,OT,8,Seattle,WA,98060,47.4323,-121.8034
2310,1999,March 11 1999,West,First Round,6,1196,11,1335,,14,Seattle,WA,98060,47.4323,-121.8034
2226,1999,March 19 1999,Midwest,Regional Semifinal,10,1275,3,1246,,-15,St. Louis,MO,63101,38.626737,-90.255145
2231,1999,March 19 1999,Midwest,Regional Semifinal,13,1328,1,1277,,-8,St. Louis,MO,63101,38.626737,-90.255145
2217,1999,March 21 1999,Midwest,Regional Final,1,1277,3,1246,,7,St. Louis,MO,63101,38.626737,-90.255145
2225,1999,March 19 1999,Midwest,Regional Semifinal,1,1277,13,1328,,8,St. Louis,MO,63101,38.626737,-90.255145
2218,1999,March 21 1999,Midwest,Regional Final,3,1246,1,1277,,-7,St. Louis,MO,63101,38.626737,-90.255145
2227,1999,March 19 1999,Midwest,Regional Semifinal,3,1246,10,1275,,15,St. Louis,MO,63101,38.626737,-90.255145
2215,1999,March 27 1999,National,National Semifinal,4,1326,1,1163,,-6,St. Petersburg,FL,33704,27.789836,-82.64713
2213,1999,March 27 1999,National,National Semifinal,1,1277,1,1181,,-6,St. Petersburg,FL,33704,27.789836,-82.64713
2211,1999,March 29 1999,National,National Final,1,1181,1,1163,,-3,St. Petersburg,FL,33704,27.789836,-82.64713
2214,1999,March 27 1999,National,National Semifinal,1,1181,1,1277,,6,St. Petersburg,FL,33704,27.789836,-82.64713
2212,1999,March 29 1999,National,National Final,1,1163,1,1181,,3,St. Petersburg,FL,33704,27.789836,-82.64713
2216,1999,March 27 1999,National,National Semifinal,1,1163,4,1326,,6,St. Petersburg,FL,33704,27.789836,-82.64713
2117,2000,March 19 2000,East,Second Round,2,1396,10,1371,OT,-2,Buffalo,NY,14201,42.8967,-78.8846
2150,2000,March 17 2000,East,First Round,2,1396,15,1248,,26,Buffalo,NY,14201,42.8967,-78.8846
2166,2000,March 17 2000,East,First Round,15,1248,2,1396,,-26,Buffalo,NY,14201,42.8967,-78.8846
2170,2000,March 17 2000,East,First Round,14,1220,3,1329,,-20,Buffalo,NY,14201,42.8967,-78.8846
2119,2000,March 19 2000,East,Second Round,10,1371,2,1396,OT,2,Buffalo,NY,14201,42.8967,-78.8846
2153,2000,March 17 2000,East,First Round,10,1371,7,1332,OT,1,Buffalo,NY,14201,42.8967,-78.8846
2120,2000,March 19 2000,East,Second Round,11,1337,3,1329,,-8,Buffalo,NY,14201,42.8967,-78.8846
2154,2000,March 17 2000,East,First Round,11,1337,6,1231,,20,Buffalo,NY,14201,42.8967,-78.8846
2156,2000,March 17 2000,East,First Round,7,1332,10,1371,OT,-1,Buffalo,NY,14201,42.8967,-78.8846
2121,2000,March 19 2000,East,Second Round,3,1329,11,1337,,8,Buffalo,NY,14201,42.8967,-78.8846
2157,2000,March 17 2000,East,First Round,3,1329,14,1220,,20,Buffalo,NY,14201,42.8967,-78.8846
2168,2000,March 17 2000,East,First Round,6,1231,11,1337,,-20,Buffalo,NY,14201,42.8967,-78.8846
2101,2000,March 24 2000,East,Regional Semifinal,10,1371,3,1329,,-2,Syracuse,NY,13201,43.0214,-76.1977
2092,2000,March 26 2000,East,Regional Final,3,1329,5,1196,,-12,Syracuse,NY,13201,43.0214,-76.1977
2102,2000,March 24 2000,East,Regional Semifinal,3,1329,10,1371,,2,Syracuse,NY,13201,43.0214,-76.1977
2094,2000,March 26 2000,East,Regional Final,5,1196,3,1329,,12,Syracuse,NY,13201,43.0214,-76.1977
2100,2000,March 24 2000,East,Regional Semifinal,5,1196,1,1181,,9,Syracuse,NY,13201,43.0214,-76.1977
2105,2000,March 24 2000,East,Regional Semifinal,5,1196,1,1181,,9,Syracuse,NY,13201,43.0214,-76.1977
2106,2000,March 24 2000,East,Regional Semifinal,1,1181,5,1196,,-9,Syracuse,NY,13201,43.0214,-76.1977
2108,2000,March 23 2000,Midwest,Regional Semifinal,6,1417,2,1235,,-24,Auburn Hills,MI,48321,42.6601,-83.3863
2109,2000,March 23 2000,Midwest,Regional Semifinal,4,1393,1,1277,,-17,Auburn Hills,MI,48321,42.6601,-83.3863
2097,2000,March 25 2000,Midwest,Regional Final,1,1277,2,1235,,11,Auburn Hills,MI,48321,42.6601,-83.3863
2111,2000,March 23 2000,Midwest,Regional Semifinal,1,1277,4,1393,,17,Auburn Hills,MI,48321,42.6601,-83.3863
2098,2000,March 25 2000,Midwest,Regional Final,2,1235,1,1277,,-11,Auburn Hills,MI,48321,42.6601,-83.3863
2113,2000,March 23 2000,Midwest,Regional Semifinal,2,1235,6,1417,,24,Auburn Hills,MI,48321,42.6601,-83.3863
2087,2000,April 1 2000,National,National Semifinal,8,1458,1,1277,,-12,Indianapolis,IN,46201,39.775,-86.1093
2088,2000,April 1 2000,National,National Semifinal,8,1314,5,1196,,-12,Indianapolis,IN,46201,39.775,-86.1093
2085,2000,April 3 2000,National,National Final,1,1277,5,1196,,13,Indianapolis,IN,46201,39.775,-86.1093
2089,2000,April 1 2000,National,National Semifinal,1,1277,8,1458,,12,Indianapolis,IN,46201,39.775,-86.1093
2086,2000,April 3 2000,National,National Final,5,1196,1,1277,,-13,Indianapolis,IN,46201,39.775,-86.1093
2090,2000,April 1 2000,National,National Semifinal,5,1196,8,1314,,12,Indianapolis,IN,46201,39.775,-86.1093
2095,2000,March 25 2000,West,Regional Final,8,1458,6,1345,,4,Albuquerque,NM,87101,35.1996,-106.6448
2107,2000,March 23 2000,West,Regional Semifinal,8,1458,4,1261,,13,Albuquerque,NM,87101,35.1996,-106.6448
2096,2000,March 25 2000,West,Regional Final,6,1345,8,1458,,-4,Albuquerque,NM,87101,35.1996,-106.6448
2110,2000,March 23 2000,West,Regional Semifinal,6,1345,10,1211,,9,Albuquerque,NM,87101,35.1996,-106.6448
2112,2000,March 23 2000,West,Regional Semifinal,4,1261,8,1458,,-13,Albuquerque,NM,87101,35.1996,-106.6448
2114,2000,March 23 2000,West,Regional Semifinal,10,1211,6,1345,,-9,Albuquerque,NM,87101,35.1996,-106.6448
2091,2000,March 26 2000,South,Regional Final,7,1409,8,1314,,-4,Austin,TX,73301,30.3264,-97.7713
2099,2000,March 24 2000,South,Regional Semifinal,7,1409,6,1274,,9,Austin,TX,73301,30.3264,-97.7713
2093,2000,March 26 2000,South,Regional Final,8,1314,7,1409,,4,Austin,TX,73301,30.3264,-97.7713
2103,2000,March 24 2000,South,Regional Semifinal,8,1314,4,1397,,5,Austin,TX,73301,30.3264,-97.7713
2104,2000,March 24 2000,South,Regional Semifinal,6,1274,7,1409,,-9,Austin,TX,73301,30.3264,-97.7713
2147,2000,March 17 2000,South,First Round,12,1429,5,1163,,-8,Birmingham,AL,35201,33.4564,-86.8019
2116,2000,March 19 2000,South,Second Round,4,1397,5,1163,,14,Birmingham,AL,35201,33.4564,-86.8019
2149,2000,March 17 2000,South,First Round,4,1397,13,1418,,5,Birmingham,AL,35201,33.4564,-86.8019
2152,2000,March 17 2000,South,First Round,16,1376,1,1390,,-19,Birmingham,AL,35201,33.4564,-86.8019
2164,2000,March 17 2000,South,First Round,13,1418,4,1397,,-5,Birmingham,AL,35201,33.4564,-86.8019
2118,2000,March 19 2000,South,Second Round,1,1390,8,1314,,-7,Birmingham,AL,35201,33.4564,-86.8019
2151,2000,March 17 2000,South,First Round,1,1390,16,1376,,19,Birmingham,AL,35201,33.4564,-86.8019
2123,2000,March 19 2000,South,Second Round,8,1314,1,1390,,7,Birmingham,AL,35201,33.4564,-86.8019
2160,2000,March 17 2000,South,First Round,8,1314,9,1281,,14,Birmingham,AL,35201,33.4564,-86.8019
2162,2000,March 17 2000,South,First Round,9,1281,8,1314,,-14,Birmingham,AL,35201,33.4564,-86.8019
2129,2000,March 19 2000,South,Second Round,5,1163,4,1397,,-14,Birmingham,AL,35201,33.4564,-86.8019
2174,2000,March 17 2000,South,First Round,5,1163,12,1429,,8,Birmingham,AL,35201,33.4564,-86.8019
2132,2000,March 18 2000,Midwest,Second Round,8,1428,1,1277,,-12,Cleveland,OH,44101,41.5234,-81.5996
2182,2000,March 16 2000,Midwest,First Round,8,1428,9,1387,,3,Cleveland,OH,44101,41.5234,-81.5996
2181,2000,March 16 2000,Midwest,First Round,16,1434,1,1277,,-27,Cleveland,OH,44101,41.5234,-81.5996
2135,2000,March 18 2000,Midwest,Second Round,4,1393,5,1246,,2,Cleveland,OH,44101,41.5234,-81.5996
2185,2000,March 16 2000,Midwest,First Round,4,1393,13,1359,,14,Cleveland,OH,44101,41.5234,-81.5996
2139,2000,March 18 2000,Midwest,Second Round,1,1277,8,1428,,12,Cleveland,OH,44101,41.5234,-81.5996
2142,2000,March 18 2000,Midwest,Second Round,5,1246,4,1393,,-2,Cleveland,OH,44101,41.5234,-81.5996
2189,2000,March 16 2000,Midwest,First Round,5,1246,12,1382,2OT,5,Cleveland,OH,44101,41.5234,-81.5996
2192,2000,March 16 2000,Midwest,First Round,14,1233,3,1268,,-15,Minneapolis,MN,55400,44.9462,-93.2
2201,2000,March 16 2000,Midwest,First Round,14,1233,3,1268,,-15,Minneapolis,MN,55400,44.9462,-93.2
2199,2000,March 16 2000,Midwest,First Round,11,1123,6,1417,,-8,Minneapolis,MN,55400,44.9462,-93.2
2208,2000,March 16 2000,Midwest,First Round,11,1123,6,1417,,-8,Minneapolis,MN,55400,44.9462,-93.2
2133,2000,March 18 2000,Midwest,Second Round,6,1417,3,1268,,35,Minneapolis,MN,55400,44.9462,-93.2
2183,2000,March 16 2000,Midwest,First Round,6,1417,11,1123,,8,Minneapolis,MN,55400,44.9462,-93.2
2140,2000,March 18 2000,Midwest,Second Round,3,1268,6,1417,,-35,Minneapolis,MN,55400,44.9462,-93.2
2186,2000,March 16 2000,Midwest,First Round,3,1268,14,1233,,15,Minneapolis,MN,55400,44.9462,-93.2
2143,2000,March 18 2000,Midwest,Second Round,2,1235,7,1120,,19,Minneapolis,MN,55400,44.9462,-93.2
2191,2000,March 16 2000,Midwest,First Round,2,1235,15,1148,,10,Minneapolis,MN,55400,44.9462,-93.2
2197,2000,March 16 2000,Midwest,First Round,10,1166,7,1120,,-3,Minneapolis,MN,55400,44.9462,-93.2
2206,2000,March 16 2000,Midwest,First Round,10,1166,7,1120,,-3,Minneapolis,MN,55400,44.9462,-93.2
2198,2000,March 16 2000,Midwest,First Round,15,1148,2,1235,,-10,Minneapolis,MN,55400,44.9462,-93.2
2207,2000,March 16 2000,Midwest,First Round,15,1148,2,1235,,-10,Minneapolis,MN,55400,44.9462,-93.2
2145,2000,March 18 2000,Midwest,Second Round,7,1120,2,1235,,-19,Minneapolis,MN,55400,44.9462,-93.2
2200,2000,March 16 2000,Midwest,First Round,7,1120,10,1166,,3,Minneapolis,MN,55400,44.9462,-93.2
2209,2000,March 16 2000,Midwest,First Round,7,1120,10,1166,,3,Minneapolis,MN,55400,44.9462,-93.2
2115,2000,March 19 2000,South,Second Round,7,1409,2,1153,,8,Nashville,TN,37201,36.1657,-86.7781
2148,2000,March 17 2000,South,First Round,7,1409,10,1424,,27,Nashville,TN,37201,36.1657,-86.7781
2178,2000,March 17 2000,South,First Round,14,1111,3,1326,,-26,Nashville,TN,37201,36.1657,-86.7781
2161,2000,March 17 2000,South,First Round,10,1424,7,1409,,-27,Nashville,TN,37201,36.1657,-86.7781
2159,2000,March 17 2000,South,First Round,15,1423,2,1153,,-17,Nashville,TN,37201,36.1657,-86.7781
2122,2000,March 19 2000,South,Second Round,3,1326,6,1274,,-13,Nashville,TN,37201,36.1657,-86.7781
2158,2000,March 17 2000,South,First Round,3,1326,14,1111,,26,Nashville,TN,37201,36.1657,-86.7781
2124,2000,March 19 2000,South,Second Round,6,1274,3,1326,,13,Nashville,TN,37201,36.1657,-86.7781
2163,2000,March 17 2000,South,First Round,6,1274,11,1116,,4,Nashville,TN,37201,36.1657,-86.7781
2130,2000,March 19 2000,South,Second Round,2,1153,7,1409,,-8,Nashville,TN,37201,36.1657,-86.7781
2175,2000,March 17 2000,South,First Round,2,1153,15,1423,,17,Nashville,TN,37201,36.1657,-86.7781
2177,2000,March 17 2000,South,First Round,11,1116,6,1274,,-4,Nashville,TN,37201,36.1657,-86.7781
2180,2000,March 16 2000,West,First Round,14,1457,3,1328,,-24,Salt Lake City,UT,84101,40.7559,-111.8967
2196,2000,March 16 2000,West,First Round,11,1173,6,1345,,-1,Salt Lake City,UT,84101,40.7559,-111.8967
2205,2000,March 16 2000,West,First Round,11,1173,6,1345,,-1,Salt Lake City,UT,84101,40.7559,-111.8967
2136,2000,March 18 2000,West,Second Round,2,1385,10,1211,,-6,Salt Lake City,UT,84101,40.7559,-111.8967
2137,2000,March 18 2000,West,Second Round,6,1345,3,1328,,4,Salt Lake City,UT,84101,40.7559,-111.8967
2138,2000,March 18 2000,West,Second Round,3,1328,6,1345,,-4,Salt Lake City,UT,84101,40.7559,-111.8967
2187,2000,March 16 2000,West,First Round,7,1257,10,1211,,-11,Salt Lake City,UT,84101,40.7559,-111.8967
2144,2000,March 18 2000,West,Second Round,10,1211,2,1385,,6,Salt Lake City,UT,84101,40.7559,-111.8967
2194,2000,March 16 2000,West,First Round,10,1211,7,1257,,11,Salt Lake City,UT,84101,40.7559,-111.8967
2203,2000,March 16 2000,West,First Round,10,1211,7,1257,,11,Salt Lake City,UT,84101,40.7559,-111.8967
2134,2000,March 18 2000,West,Second Round,5,1400,4,1261,,-5,Tucson,AZ,85701,32.2139,-110.9694
2184,2000,March 16 2000,West,First Round,5,1400,12,1232,,16,Tucson,AZ,85701,32.2139,-110.9694
2190,2000,March 16 2000,West,First Round,16,1238,1,1112,,-24,Tucson,AZ,85701,32.2139,-110.9694
2195,2000,March 16 2000,West,First Round,9,1201,8,1458,,-10,Tucson,AZ,85701,32.2139,-110.9694
2204,2000,March 16 2000,West,First Round,9,1201,8,1458,,-10,Tucson,AZ,85701,32.2139,-110.9694
2131,2000,March 18 2000,West,Second Round,8,1458,1,1112,,7,Tucson,AZ,85701,32.2139,-110.9694
2179,2000,March 16 2000,West,First Round,8,1458,9,1201,,10,Tucson,AZ,85701,32.2139,-110.9694
2141,2000,March 18 2000,West,Second Round,4,1261,5,1400,,5,Tucson,AZ,85701,32.2139,-110.9694
2188,2000,March 16 2000,West,First Round,4,1261,13,1369,,3,Tucson,AZ,85701,32.2139,-110.9694
2193,2000,March 16 2000,West,First Round,12,1232,5,1400,,-16,Tucson,AZ,85701,32.2139,-110.9694
2202,2000,March 16 2000,West,First Round,12,1232,5,1400,,-16,Tucson,AZ,85701,32.2139,-110.9694
2146,2000,March 18 2000,West,Second Round,1,1112,8,1458,,-7,Tucson,AZ,85701,32.2139,-110.9694
2210,2000,March 16 2000,West,First Round,1,1112,16,1238,,24,Tucson,AZ,85701,32.2139,-110.9694
2155,2000,March 17 2000,East,First Round,13,1335,4,1228,,-10,Winston-Salem,NC,27023,36.0999,-80.2442
2165,2000,March 17 2000,East,First Round,16,1249,1,1181,,-27,Winston-Salem,NC,27023,36.0999,-80.2442
2125,2000,March 19 2000,East,Second Round,8,1242,1,1181,,-5,Winston-Salem,NC,27023,36.0999,-80.2442
2167,2000,March 17 2000,East,First Round,8,1242,9,1177,OT,4,Winston-Salem,NC,27023,36.0999,-80.2442
2126,2000,March 19 2000,East,Second Round,4,1228,5,1196,,-17,Winston-Salem,NC,27023,36.0999,-80.2442
2169,2000,March 17 2000,East,First Round,4,1228,13,1335,,10,Winston-Salem,NC,27023,36.0999,-80.2442
2173,2000,March 17 2000,East,First Round,9,1177,8,1242,OT,-4,Winston-Salem,NC,27023,36.0999,-80.2442
2127,2000,March 19 2000,East,Second Round,5,1196,4,1228,,17,Winston-Salem,NC,27023,36.0999,-80.2442
2171,2000,March 17 2000,East,First Round,5,1196,12,1139,OT,1,Winston-Salem,NC,27023,36.0999,-80.2442
2128,2000,March 19 2000,East,Second Round,1,1181,8,1242,,5,Winston-Salem,NC,27023,36.0999,-80.2442
2172,2000,March 17 2000,East,First Round,1,1181,16,1249,,27,Winston-Salem,NC,27023,36.0999,-80.2442
2176,2000,March 17 2000,East,First Round,12,1139,5,1196,OT,-1,Winston-Salem,NC,27023,36.0999,-80.2442
2083,2001,March 13 2001,Midwest,Opening Round,16,1457,16,1322,,-4,Dayton,OH,45401,39.7505,-84.2686
2024,2001,March 16 2001,Midwest,First Round,8,1397,9,1150,,-7,Dayton,OH,45401,39.7505,-84.2686
2032,2001,March 16 2001,Midwest,First Round,16,1322,1,1228,,-42,Dayton,OH,45401,39.7505,-84.2686
2084,2001,March 13 2001,Midwest,Opening Round,16,1322,16,1457,,4,Dayton,OH,45401,39.7505,-84.2686
1993,2001,March 18 2001,Midwest,Second Round,4,1242,5,1393,,29,Dayton,OH,45401,39.7505,-84.2686
2036,2001,March 16 2001,Midwest,First Round,4,1242,13,1169,,24,Dayton,OH,45401,39.7505,-84.2686
1995,2001,March 18 2001,Midwest,Second Round,1,1228,9,1150,,18,Dayton,OH,45401,39.7505,-84.2686
2039,2001,March 16 2001,Midwest,First Round,1,1228,16,1322,,42,Dayton,OH,45401,39.7505,-84.2686
2040,2001,March 16 2001,Midwest,First Round,12,1218,5,1393,,-10,Dayton,OH,45401,39.7505,-84.2686
2047,2001,March 16 2001,Midwest,First Round,13,1169,4,1242,,-24,Dayton,OH,45401,39.7505,-84.2686
1987,2001,March 18 2001,Midwest,Second Round,5,1393,4,1242,,-29,Dayton,OH,45401,39.7505,-84.2686
2026,2001,March 16 2001,Midwest,First Round,5,1393,12,1218,,10,Dayton,OH,45401,39.7505,-84.2686
1999,2001,March 18 2001,Midwest,Second Round,9,1150,1,1228,,-18,Dayton,OH,45401,39.7505,-84.2686
2045,2001,March 16 2001,Midwest,First Round,9,1150,8,1397,,7,Dayton,OH,45401,39.7505,-84.2686
1997,2001,March 18 2001,South,Second Round,9,1201,1,1277,,-16,Memphis,TN,37501,35.1693,-89.9904
2042,2001,March 16 2001,South,First Round,9,1201,8,1143,,12,Memphis,TN,37501,35.1693,-89.9904
2046,2001,March 16 2001,South,First Round,8,1143,9,1201,,-12,Memphis,TN,37501,35.1693,-89.9904
2050,2001,March 16 2001,South,First Round,16,1106,1,1277,,-34,Memphis,TN,37501,35.1693,-89.9904
2022,2001,March 16 2001,South,First Round,5,1438,12,1211,,-1,Memphis,TN,37501,35.1693,-89.9904
2030,2001,March 16 2001,South,First Round,4,1328,13,1232,OT,-2,Memphis,TN,37501,35.1693,-89.9904
1992,2001,March 18 2001,South,Second Round,1,1277,9,1201,,16,Memphis,TN,37501,35.1693,-89.9904
2035,2001,March 16 2001,South,First Round,1,1277,16,1106,,34,Memphis,TN,37501,35.1693,-89.9904
1994,2001,March 18 2001,South,Second Round,13,1232,12,1211,,-17,Memphis,TN,37501,35.1693,-89.9904
2038,2001,March 16 2001,South,First Round,13,1232,4,1328,OT,2,Memphis,TN,37501,35.1693,-89.9904
1996,2001,March 18 2001,South,Second Round,12,1211,13,1232,,17,Memphis,TN,37501,35.1693,-89.9904
2041,2001,March 16 2001,South,First Round,12,1211,5,1438,,1,Memphis,TN,37501,35.1693,-89.9904
2023,2001,March 16 2001,South,First Round,6,1400,11,1396,,-14,New Orleans,LA,70112,29.9605,-90.0753
2025,2001,March 16 2001,South,First Round,11,1396,6,1400,,14,New Orleans,LA,70112,29.9605,-90.0753
2027,2001,March 16 2001,South,First Round,10,1344,7,1336,,-10,New Orleans,LA,70112,29.9605,-90.0753
2028,2001,March 16 2001,South,First Round,15,1343,2,1314,,-22,New Orleans,LA,70112,29.9605,-90.0753
1988,2001,March 18 2001,South,Second Round,7,1336,2,1314,,8,New Orleans,LA,70112,29.9605,-90.0753
2029,2001,March 16 2001,South,First Round,7,1336,10,1344,,10,New Orleans,LA,70112,29.9605,-90.0753
2020,2001,March 16 2001,South,First Round,14,1443,3,1196,,-13,New Orleans,LA,70112,29.9605,-90.0753
1990,2001,March 18 2001,South,Second Round,2,1314,7,1336,,-8,New Orleans,LA,70112,29.9605,-90.0753
2033,2001,March 16 2001,South,First Round,2,1314,15,1343,,22,New Orleans,LA,70112,29.9605,-90.0753
1998,2001,March 18 2001,South,Second Round,3,1196,11,1396,,-21,New Orleans,LA,70112,29.9605,-90.0753
2043,2001,March 16 2001,South,First Round,3,1196,14,1443,,13,New Orleans,LA,70112,29.9605,-90.0753
2007,2001,March 17 2001,West,Second Round,9,1386,1,1390,,-7,San Diego,CA,92101,32.7185,-117.1593
2057,2001,March 15 2001,West,First Round,9,1386,8,1210,,4,San Diego,CA,92101,32.7185,-117.1593
2011,2001,March 17 2001,West,Second Round,13,1245,5,1153,,-23,San Diego,CA,92101,32.7185,-117.1593
2065,2001,March 15 2001,West,First Round,13,1245,4,1231,,4,San Diego,CA,92101,32.7185,-117.1593
2060,2001,March 15 2001,West,First Round,16,1422,1,1390,,-29,San Diego,CA,92101,32.7185,-117.1593
2005,2001,March 17 2001,West,Second Round,1,1390,9,1386,,7,San Diego,CA,92101,32.7185,-117.1593
2054,2001,March 15 2001,West,First Round,1,1390,16,1422,,29,San Diego,CA,92101,32.7185,-117.1593
2068,2001,March 15 2001,West,First Round,4,1231,13,1245,,-4,San Diego,CA,92101,32.7185,-117.1593
2072,2001,March 15 2001,West,First Round,8,1210,9,1386,,-4,San Diego,CA,92101,32.7185,-117.1593
2017,2001,March 17 2001,West,Second Round,5,1153,13,1245,,23,San Diego,CA,92101,32.7185,-117.1593
2079,2001,March 15 2001,West,First Round,5,1153,12,1140,,25,San Diego,CA,92101,32.7185,-117.1593
2080,2001,March 15 2001,West,First Round,12,1140,5,1153,,-25,San Diego,CA,92101,32.7185,-117.1593
2037,2001,March 16 2001,Midwest,First Round,14,1233,3,1279,,-2,Kansas City,MO,64101,39.1024,-94.5986
2044,2001,March 16 2001,Midwest,First Round,15,1183,2,1112,,-25,Kansas City,MO,64101,39.1024,-94.5986
2019,2001,March 16 2001,Midwest,First Round,11,1462,6,1323,,-12,Kansas City,MO,64101,39.1024,-94.5986
2021,2001,March 16 2001,Midwest,First Round,7,1448,10,1139,,-16,Kansas City,MO,64101,39.1024,-94.5986
1989,2001,March 18 2001,Midwest,Second Round,6,1323,3,1279,,-3,Kansas City,MO,64101,39.1024,-94.5986
2031,2001,March 16 2001,Midwest,First Round,6,1323,11,1462,,12,Kansas City,MO,64101,39.1024,-94.5986
1991,2001,March 18 2001,Midwest,Second Round,3,1279,6,1323,,3,Kansas City,MO,64101,39.1024,-94.5986
2034,2001,March 16 2001,Midwest,First Round,3,1279,14,1233,,2,Kansas City,MO,64101,39.1024,-94.5986
2000,2001,March 18 2001,Midwest,Second Round,10,1139,2,1112,,-21,Kansas City,MO,64101,39.1024,-94.5986
2001,2001,March 18 2001,Midwest,Second Round,10,1139,2,1112,,-21,Kansas City,MO,64101,39.1024,-94.5986
2048,2001,March 16 2001,Midwest,First Round,10,1139,7,1448,,16,Kansas City,MO,64101,39.1024,-94.5986
2002,2001,March 18 2001,Midwest,Second Round,2,1112,10,1139,,21,Kansas City,MO,64101,39.1024,-94.5986
2049,2001,March 16 2001,Midwest,First Round,2,1112,15,1183,,25,Kansas City,MO,64101,39.1024,-94.5986
1967,2001,March 24 2001,West,Regional Final,1,1390,3,1268,,-14,Anaheim,CA,92801,33.8428,-117.9546
1980,2001,March 22 2001,West,Regional Semifinal,1,1390,5,1153,,13,Anaheim,CA,92801,33.8428,-117.9546
1969,2001,March 24 2001,West,Regional Final,3,1268,1,1390,,14,Anaheim,CA,92801,33.8428,-117.9546
1982,2001,March 22 2001,West,Regional Semifinal,3,1268,10,1207,,10,Anaheim,CA,92801,33.8428,-117.9546
1984,2001,March 22 2001,West,Regional Semifinal,10,1207,3,1268,,-10,Anaheim,CA,92801,33.8428,-117.9546
1986,2001,March 22 2001,West,Regional Semifinal,5,1153,1,1390,,-13,Anaheim,CA,92801,33.8428,-117.9546
1963,2001,March 25 2001,South,Regional Final,11,1396,1,1277,,-7,Atlanta,GA,30301,33.8444,-84.474
1971,2001,March 23 2001,South,Regional Semifinal,11,1396,7,1336,,12,Atlanta,GA,30301,33.8444,-84.474
1972,2001,March 23 2001,South,Regional Semifinal,7,1336,11,1396,,-12,Atlanta,GA,30301,33.8444,-84.474
1964,2001,March 25 2001,South,Regional Final,1,1277,11,1396,,7,Atlanta,GA,30301,33.8444,-84.474
1974,2001,March 23 2001,South,Regional Semifinal,1,1277,12,1211,,15,Atlanta,GA,30301,33.8444,-84.474
1977,2001,March 23 2001,South,Regional Semifinal,12,1211,1,1277,,-15,Atlanta,GA,30301,33.8444,-84.474
2013,2001,March 17 2001,West,Second Round,15,1214,10,1207,,-19,Boise,ID,83701,43.6038,-116.2729
2071,2001,March 15 2001,West,First Round,15,1214,2,1235,,1,Boise,ID,83701,43.6038,-116.2729
2051,2001,March 15 2001,West,First Round,6,1458,11,1209,,-1,Boise,ID,83701,43.6038,-116.2729
