Rk,Year,Date,Region,Round,Seed0,School0,Seed1,School1,OT,Diff,City,State,Zipcode,Latitude,Longitude
1606,2004,March 21 2004,St. Louis,Second Round,12,1334,4,1242,,-15,Kansas City,MO,64101,39.1024,-94.5986
1643,2004,March 19 2004,St. Louis,First Round,12,1334,5,1344,,8,Kansas City,MO,64101,39.1024,-94.5986
1613,2004,March 21 2004,St. Louis,Second Round,4,1242,12,1334,,15,Kansas City,MO,64101,39.1024,-94.5986
1656,2004,March 19 2004,St. Louis,First Round,4,1242,13,1227,,25,Kansas City,MO,64101,39.1024,-94.5986
1657,2004,March 19 2004,St. Louis,First Round,13,1227,4,1242,,-25,Kansas City,MO,64101,39.1024,-94.5986
1608,2004,March 21 2004,East Rutherford,Second Round,2,1329,7,1272,,17,Kansas City,MO,64101,39.1024,-94.5986
1646,2004,March 19 2004,East Rutherford,First Round,2,1329,15,1186,,19,Kansas City,MO,64101,39.1024,-94.5986
1603,2004,March 21 2004,East Rutherford,Second Round,7,1272,2,1329,,-17,Kansas City,MO,64101,39.1024,-94.5986
1635,2004,March 19 2004,East Rutherford,First Round,7,1272,10,1376,,16,Kansas City,MO,64101,39.1024,-94.5986
1661,2004,March 19 2004,East Rutherford,First Round,15,1186,2,1329,,-19,Kansas City,MO,64101,39.1024,-94.5986
1589,2004,March 26 2004,Atlanta,Regional Semifinal,3,1400,7,1462,,-8,Atlanta,GA,30301,33.8444,-84.474
1591,2004,March 26 2004,Atlanta,Regional Semifinal,5,1228,1,1181,,-10,Atlanta,GA,30301,33.8444,-84.474
1579,2004,March 28 2004,Atlanta,Regional Final,7,1462,1,1181,,-3,Atlanta,GA,30301,33.8444,-84.474
1588,2004,March 26 2004,Atlanta,Regional Semifinal,7,1462,3,1400,,8,Atlanta,GA,30301,33.8444,-84.474
1582,2004,March 28 2004,Atlanta,Regional Final,1,1181,7,1462,,3,Atlanta,GA,30301,33.8444,-84.474
1593,2004,March 26 2004,Atlanta,Regional Semifinal,1,1181,5,1228,,10,Atlanta,GA,30301,33.8444,-84.474
1638,2004,March 19 2004,Atlanta,First Round,12,1293,5,1228,,-19,Columbus,OH,43085,40.0999,-83.0157
1614,2004,March 21 2004,Atlanta,Second Round,5,1228,4,1153,,24,Columbus,OH,43085,40.0999,-83.0157
1658,2004,March 19 2004,Atlanta,First Round,5,1228,12,1293,,19,Columbus,OH,43085,40.0999,-83.0157
1662,2004,March 19 2004,Atlanta,First Round,13,1190,4,1153,,-3,Columbus,OH,43085,40.0999,-83.0157
1618,2004,March 21 2004,St. Louis,Second Round,9,1412,1,1246,,1,Columbus,OH,43085,40.0999,-83.0157
1666,2004,March 19 2004,St. Louis,First Round,9,1412,8,1449,,2,Columbus,OH,43085,40.0999,-83.0157
1650,2004,March 19 2004,St. Louis,First Round,8,1449,9,1412,,-2,Columbus,OH,43085,40.0999,-83.0157
1612,2004,March 21 2004,St. Louis,Second Round,1,1246,9,1412,,-1,Columbus,OH,43085,40.0999,-83.0157
1655,2004,March 19 2004,St. Louis,First Round,1,1246,16,1197,,20,Columbus,OH,43085,40.0999,-83.0157
1660,2004,March 19 2004,St. Louis,First Round,16,1197,1,1246,,-20,Columbus,OH,43085,40.0999,-83.0157
1616,2004,March 21 2004,Atlanta,Second Round,4,1153,5,1228,,-24,Columbus,OH,43085,40.0999,-83.0157
1663,2004,March 19 2004,Atlanta,First Round,4,1153,13,1190,,3,Columbus,OH,43085,40.0999,-83.0157
1649,2004,March 19 2004,Phoenix,First Round,11,1444,6,1435,,-13,Denver,CO,80201,39.7263,-104.8568
1683,2004,March 18 2004,Phoenix,First Round,13,1431,4,1268,,-3,Denver,CO,80201,39.7263,-104.8568
1620,2004,March 20 2004,Atlanta,Second Round,3,1400,6,1314,,3,Denver,CO,80201,39.7263,-104.8568
1669,2004,March 18 2004,Atlanta,First Round,3,1400,14,1343,,17,Denver,CO,80201,39.7263,-104.8568
1675,2004,March 18 2004,Atlanta,First Round,14,1343,3,1400,,-17,Denver,CO,80201,39.7263,-104.8568
1654,2004,March 19 2004,Phoenix,First Round,14,1418,3,1301,,-9,Denver,CO,80201,39.7263,-104.8568
1685,2004,March 18 2004,Atlanta,First Round,11,1102,6,1314,,-11,Denver,CO,80201,39.7263,-104.8568
1611,2004,March 21 2004,Phoenix,Second Round,6,1435,3,1301,,2,Denver,CO,80201,39.7263,-104.8568
1651,2004,March 19 2004,Phoenix,First Round,6,1435,11,1444,,13,Denver,CO,80201,39.7263,-104.8568
1621,2004,March 20 2004,Phoenix,Second Round,5,1393,4,1268,,2,Denver,CO,80201,39.7263,-104.8568
1670,2004,March 18 2004,Phoenix,First Round,5,1393,12,1140,,5,Denver,CO,80201,39.7263,-104.8568
1625,2004,March 20 2004,Atlanta,Second Round,6,1314,3,1400,,-3,Denver,CO,80201,39.7263,-104.8568
1676,2004,March 18 2004,Atlanta,First Round,6,1314,11,1102,,11,Denver,CO,80201,39.7263,-104.8568
1607,2004,March 21 2004,Phoenix,Second Round,3,1301,6,1435,,-2,Denver,CO,80201,39.7263,-104.8568
1644,2004,March 19 2004,Phoenix,First Round,3,1301,14,1418,,9,Denver,CO,80201,39.7263,-104.8568
1628,2004,March 20 2004,Phoenix,Second Round,4,1268,5,1393,,-2,Denver,CO,80201,39.7263,-104.8568
1686,2004,March 18 2004,Phoenix,First Round,4,1268,13,1431,,3,Denver,CO,80201,39.7263,-104.8568
1696,2004,March 18 2004,Phoenix,First Round,12,1140,5,1393,,-5,Denver,CO,80201,39.7263,-104.8568
1583,2004,March 27 2004,East Rutherford,Regional Final,1,1386,2,1329,,-2,East Rutherford,NJ,7073,40.8385,-74.1041
1595,2004,March 25 2004,East Rutherford,Regional Semifinal,1,1386,4,1448,,4,East Rutherford,NJ,7073,40.8385,-74.1041
1598,2004,March 25 2004,East Rutherford,Regional Semifinal,4,1448,1,1386,,-4,East Rutherford,NJ,7073,40.8385,-74.1041
1596,2004,March 25 2004,East Rutherford,Regional Semifinal,3,1338,2,1329,,-12,East Rutherford,NJ,7073,40.8385,-74.1041
1584,2004,March 27 2004,East Rutherford,Regional Final,2,1329,1,1386,,2,East Rutherford,NJ,7073,40.8385,-74.1041
1597,2004,March 25 2004,East Rutherford,Regional Semifinal,2,1329,3,1338,,12,East Rutherford,NJ,7073,40.8385,-74.1041
1637,2004,March 19 2004,Atlanta,First Round,15,1284,2,1280,,-33,Orlando,FL,32801,28.5399,-81.3727
1609,2004,March 21 2004,Atlanta,Second Round,7,1462,2,1280,,15,Orlando,FL,32801,28.5399,-81.3727
1647,2004,March 19 2004,Atlanta,First Round,7,1462,10,1257,,10,Orlando,FL,32801,28.5399,-81.3727
1604,2004,March 21 2004,Atlanta,Second Round,2,1280,7,1462,,-15,Orlando,FL,32801,28.5399,-81.3727
1636,2004,March 19 2004,Atlanta,First Round,2,1280,15,1284,,33,Orlando,FL,32801,28.5399,-81.3727
1653,2004,March 19 2004,Atlanta,First Round,10,1257,7,1462,,-10,Orlando,FL,32801,28.5399,-81.3727
1586,2004,March 27 2004,Phoenix,Regional Final,8,1104,2,1163,,-16,Phoenix,AZ,85001,33.704,-112.3518
1602,2004,March 25 2004,Phoenix,Regional Semifinal,8,1104,5,1393,,9,Phoenix,AZ,85001,33.704,-112.3518
1599,2004,March 25 2004,Phoenix,Regional Semifinal,6,1435,2,1163,,-20,Phoenix,AZ,85001,33.704,-112.3518
1585,2004,March 27 2004,Phoenix,Regional Final,2,1163,8,1104,,16,Phoenix,AZ,85001,33.704,-112.3518
1600,2004,March 25 2004,Phoenix,Regional Semifinal,2,1163,6,1435,,20,Phoenix,AZ,85001,33.704,-112.3518
1601,2004,March 25 2004,Phoenix,Regional Semifinal,2,1163,6,1435,,20,Phoenix,AZ,85001,33.704,-112.3518
1629,2004,March 20 2004,East Rutherford,Second Round,12,1264,4,1448,,-4,Raleigh,NC,27601,35.7727,-78.6324
1687,2004,March 18 2004,East Rutherford,First Round,12,1264,5,1196,,15,Raleigh,NC,27601,35.7727,-78.6324
1698,2004,March 18 2004,Atlanta,First Round,16,1106,1,1181,,-35,Raleigh,NC,27601,35.7727,-78.6324
1626,2004,March 20 2004,East Rutherford,Second Round,4,1448,12,1264,,4,Raleigh,NC,27601,35.7727,-78.6324
1677,2004,March 18 2004,East Rutherford,First Round,4,1448,13,1433,,1,Raleigh,NC,27601,35.7727,-78.6324
1678,2004,March 18 2004,East Rutherford,First Round,13,1433,4,1448,,-1,Raleigh,NC,27601,35.7727,-78.6324
1623,2004,March 20 2004,Atlanta,Second Round,8,1371,1,1181,,-28,Raleigh,NC,27601,35.7727,-78.6324
1673,2004,March 18 2004,Atlanta,First Round,8,1371,9,1112,,4,Raleigh,NC,27601,35.7727,-78.6324
1690,2004,March 18 2004,East Rutherford,First Round,5,1196,12,1264,,-15,Raleigh,NC,27601,35.7727,-78.6324
1631,2004,March 20 2004,Atlanta,Second Round,1,1181,8,1371,,28,Raleigh,NC,27601,35.7727,-78.6324
1691,2004,March 18 2004,Atlanta,First Round,1,1181,16,1106,,35,Raleigh,NC,27601,35.7727,-78.6324
1697,2004,March 18 2004,Atlanta,First Round,9,1112,8,1371,,-4,Raleigh,NC,27601,35.7727,-78.6324
1575,2004,April 3 2004,National,National Semifinal,2,1329,3,1210,,-2,San Antonio,TX,78201,29.4711,-98.5356
1573,2004,April 5 2004,National,National Final,3,1210,2,1163,,-9,San Antonio,TX,78201,29.4711,-98.5356
1576,2004,April 3 2004,National,National Semifinal,3,1210,2,1329,,2,San Antonio,TX,78201,29.4711,-98.5356
1577,2004,April 3 2004,National,National Semifinal,1,1181,2,1163,,-1,San Antonio,TX,78201,29.4711,-98.5356
1574,2004,April 5 2004,National,National Final,2,1163,3,1210,,9,San Antonio,TX,78201,29.4711,-98.5356
1578,2004,April 3 2004,National,National Semifinal,2,1163,1,1181,,1,San Antonio,TX,78201,29.4711,-98.5356
1682,2004,March 18 2004,Phoenix,First Round,16,1427,1,1390,,-26,Seattle,WA,98060,47.4323,-121.8034
1672,2004,March 18 2004,Phoenix,First Round,9,1356,8,1104,,-1,Seattle,WA,98060,47.4323,-121.8034
1619,2004,March 20 2004,St. Louis,Second Round,10,1305,2,1211,,19,Seattle,WA,98060,47.4323,-121.8034
1668,2004,March 18 2004,St. Louis,First Round,10,1305,7,1277,,6,Seattle,WA,98060,47.4323,-121.8034
1634,2004,March 20 2004,Phoenix,Second Round,8,1104,1,1390,,3,Seattle,WA,98060,47.4323,-121.8034
1684,2004,March 18 2004,Phoenix,First Round,8,1104,9,1356,,1,Seattle,WA,98060,47.4323,-121.8034
1680,2004,March 18 2004,St. Louis,First Round,15,1434,2,1211,,-27,Seattle,WA,98060,47.4323,-121.8034
1622,2004,March 20 2004,Phoenix,Second Round,1,1390,8,1104,,-3,Seattle,WA,98060,47.4323,-121.8034
1671,2004,March 18 2004,Phoenix,First Round,1,1390,16,1427,,26,Seattle,WA,98060,47.4323,-121.8034
1667,2004,March 18 2004,St. Louis,First Round,7,1277,10,1305,,-6,Seattle,WA,98060,47.4323,-121.8034
1630,2004,March 20 2004,St. Louis,Second Round,2,1211,10,1305,,-19,Seattle,WA,98060,47.4323,-121.8034
1689,2004,March 18 2004,St. Louis,First Round,2,1211,15,1434,,27,Seattle,WA,98060,47.4323,-121.8034
1587,2004,March 26 2004,St. Louis,Regional Semifinal,10,1305,3,1210,,-5,St. Louis,MO,63101,38.626737,-90.255145
1580,2004,March 28 2004,St. Louis,Regional Final,4,1242,3,1210,OT,-8,St. Louis,MO,63101,38.626737,-90.255145
1590,2004,March 26 2004,St. Louis,Regional Semifinal,4,1242,9,1412,,26,St. Louis,MO,63101,38.626737,-90.255145
1594,2004,March 26 2004,St. Louis,Regional Semifinal,9,1412,4,1242,,-26,St. Louis,MO,63101,38.626737,-90.255145
1581,2004,March 28 2004,St. Louis,Regional Final,3,1210,4,1242,OT,8,St. Louis,MO,63101,38.626737,-90.255145
1592,2004,March 26 2004,St. Louis,Regional Semifinal,3,1210,10,1305,,5,St. Louis,MO,63101,38.626737,-90.255145
1528,2005,March 18 2005,1393,First Round,16,1324,1,1314,,-28,Charlotte,NC,28201,35.26,-80.8042
1532,2005,March 18 2005,1393,First Round,8,1278,9,1235,,-11,Charlotte,NC,28201,35.26,-80.8042
1516,2005,March 18 2005,Austin,First Round,16,1175,1,1181,,-11,Charlotte,NC,28201,35.26,-80.8042
1521,2005,March 18 2005,Austin,First Round,8,1390,9,1280,,-23,Charlotte,NC,28201,35.26,-80.8042
1486,2005,March 20 2005,1393,Second Round,1,1314,9,1235,,27,Charlotte,NC,28201,35.26,-80.8042
1531,2005,March 18 2005,1393,First Round,1,1314,16,1324,,28,Charlotte,NC,28201,35.26,-80.8042
1487,2005,March 20 2005,Austin,Second Round,9,1280,1,1181,,-8,Charlotte,NC,28201,35.26,-80.8042
1533,2005,March 18 2005,Austin,First Round,9,1280,8,1390,,23,Charlotte,NC,28201,35.26,-80.8042
1477,2005,March 20 2005,1393,Second Round,9,1235,1,1314,,-27,Charlotte,NC,28201,35.26,-80.8042
1511,2005,March 18 2005,1393,First Round,9,1235,8,1278,,11,Charlotte,NC,28201,35.26,-80.8042
1480,2005,March 20 2005,Austin,Second Round,1,1181,9,1280,,8,Charlotte,NC,28201,35.26,-80.8042
1515,2005,March 18 2005,Austin,First Round,1,1181,16,1175,,11,Charlotte,NC,28201,35.26,-80.8042
1571,2005,March 15 2005,1393,Opening Round,16,1324,16,1105,,10,Dayton,OH,45401,39.7505,-84.2686
1572,2005,March 15 2005,1393,Opening Round,16,1105,16,1324,,-10,Dayton,OH,45401,39.7505,-84.2686
1454,2005,March 27 2005,1393,Regional Final,6,1458,1,1314,,-6,Syracuse,NY,13201,43.0214,-76.1977
1465,2005,March 25 2005,1393,Regional Semifinal,6,1458,10,1301,,9,Syracuse,NY,13201,43.0214,-76.1977
1466,2005,March 25 2005,1393,Regional Semifinal,5,1437,1,1314,,-1,Syracuse,NY,13201,43.0214,-76.1977
1453,2005,March 27 2005,1393,Regional Final,1,1314,6,1458,,6,Syracuse,NY,13201,43.0214,-76.1977
1464,2005,March 25 2005,1393,Regional Semifinal,1,1314,5,1437,,1,Syracuse,NY,13201,43.0214,-76.1977
1463,2005,March 25 2005,1393,Regional Semifinal,10,1301,6,1458,,-9,Syracuse,NY,13201,43.0214,-76.1977
1553,2005,March 17 2005,Chicago,First Round,8,1400,9,1305,,-4,Indianapolis,IN,46201,39.775,-86.1093
1561,2005,March 17 2005,Chicago,First Round,9,1305,8,1400,,4,Indianapolis,IN,46201,39.775,-86.1093
1492,2005,March 19 2005,Chicago,Second Round,1,1228,9,1305,,12,Indianapolis,IN,46201,39.775,-86.1093
1542,2005,March 17 2005,Chicago,First Round,1,1228,16,1192,,12,Indianapolis,IN,46201,39.775,-86.1093
1544,2005,March 17 2005,Chicago,First Round,16,1192,1,1228,,-12,Indianapolis,IN,46201,39.775,-86.1093
1491,2005,March 19 2005,Austin,Second Round,2,1246,7,1153,,9,Indianapolis,IN,46201,39.775,-86.1093
1540,2005,March 17 2005,Austin,First Round,2,1246,15,1184,,8,Indianapolis,IN,46201,39.775,-86.1093
1541,2005,March 17 2005,Austin,First Round,10,1234,7,1153,,-12,Indianapolis,IN,46201,39.775,-86.1093
1545,2005,March 17 2005,Austin,First Round,15,1184,2,1246,,-8,Indianapolis,IN,46201,39.775,-86.1093
1494,2005,March 19 2005,Austin,Second Round,7,1153,2,1246,,-9,Indianapolis,IN,46201,39.775,-86.1093
1548,2005,March 17 2005,Austin,First Round,7,1153,10,1234,,12,Indianapolis,IN,46201,39.775,-86.1093
1483,2005,March 20 2005,Chicago,Second Round,7,1356,2,1329,,-8,Oklahoma City,OK,73100,35.3513,-97.4953
1522,2005,March 18 2005,Chicago,First Round,7,1356,10,1388,,9,Oklahoma City,OK,73100,35.3513,-97.4953
1523,2005,March 18 2005,Chicago,First Round,15,1368,2,1329,,-13,Oklahoma City,OK,73100,35.3513,-97.4953
1524,2005,March 18 2005,Chicago,First Round,10,1388,7,1356,,-9,Oklahoma City,OK,73100,35.3513,-97.4953
1510,2005,March 18 2005,1393,First Round,3,1242,14,1137,,-1,Oklahoma City,OK,73100,35.3513,-97.4953
1482,2005,March 20 2005,1393,Second Round,14,1137,6,1458,,-9,Oklahoma City,OK,73100,35.3513,-97.4953
1538,2005,March 18 2005,1393,First Round,14,1137,3,1242,,1,Oklahoma City,OK,73100,35.3513,-97.4953
1488,2005,March 20 2005,1393,Second Round,6,1458,14,1137,,9,Oklahoma City,OK,73100,35.3513,-97.4953
1535,2005,March 18 2005,1393,First Round,6,1458,11,1320,,5,Oklahoma City,OK,73100,35.3513,-97.4953
1484,2005,March 20 2005,Chicago,Second Round,2,1329,7,1356,,8,Oklahoma City,OK,73100,35.3513,-97.4953
1526,2005,March 18 2005,Chicago,First Round,2,1329,15,1368,,13,Oklahoma City,OK,73100,35.3513,-97.4953
1529,2005,March 18 2005,1393,First Round,11,1320,6,1458,,-5,Oklahoma City,OK,73100,35.3513,-97.4953
1469,2005,March 24 2005,Albuquerque,Regional Semifinal,6,1403,7,1452,,-5,Albuquerque,NM,87101,35.1996,-106.6448
1457,2005,March 26 2005,Albuquerque,Regional Final,7,1452,4,1257,OT,-8,Albuquerque,NM,87101,35.1996,-106.6448
1472,2005,March 24 2005,Albuquerque,Regional Semifinal,7,1452,6,1403,,5,Albuquerque,NM,87101,35.1996,-106.6448
1473,2005,March 24 2005,Albuquerque,Regional Semifinal,1,1449,4,1257,,-14,Albuquerque,NM,87101,35.1996,-106.6448
1455,2005,March 26 2005,Albuquerque,Regional Final,4,1257,7,1452,OT,8,Albuquerque,NM,87101,35.1996,-106.6448
1467,2005,March 24 2005,Albuquerque,Regional Semifinal,4,1257,1,1449,,14,Albuquerque,NM,87101,35.1996,-106.6448
1462,2005,March 25 2005,Austin,Regional Semifinal,6,1428,2,1246,,-10,Austin,TX,73301,30.3264,-97.7713
1451,2005,March 27 2005,Austin,Regional Final,5,1277,2,1246,2OT,6,Austin,TX,73301,30.3264,-97.7713
1459,2005,March 25 2005,Austin,Regional Semifinal,5,1277,1,1181,,10,Austin,TX,73301,30.3264,-97.7713
1452,2005,March 27 2005,Austin,Regional Final,2,1246,5,1277,2OT,-6,Austin,TX,73301,30.3264,-97.7713
1460,2005,March 25 2005,Austin,Regional Semifinal,2,1246,6,1428,,10,Austin,TX,73301,30.3264,-97.7713
1461,2005,March 25 2005,Austin,Regional Semifinal,1,1181,5,1277,,-10,Austin,TX,73301,30.3264,-97.7713
1564,2005,March 17 2005,Chicago,First Round,14,1429,3,1112,,-13,Boise,ID,83701,43.6038,-116.2729
1556,2005,March 17 2005,Albuquerque,First Round,8,1334,9,1338,,8,Boise,ID,83701,43.6038,-116.2729
1560,2005,March 17 2005,Albuquerque,First Round,16,1285,1,1449,,-11,Boise,ID,83701,43.6038,-116.2729
1506,2005,March 19 2005,Chicago,Second Round,11,1412,3,1112,,-22,Boise,ID,83701,43.6038,-116.2729
1569,2005,March 17 2005,Chicago,First Round,11,1412,6,1261,,14,Boise,ID,83701,43.6038,-116.2729
1498,2005,March 19 2005,Albuquerque,Second Round,1,1449,8,1334,,18,Boise,ID,83701,43.6038,-116.2729
1503,2005,March 19 2005,Albuquerque,Second Round,1,1449,8,1334,,18,Boise,ID,83701,43.6038,-116.2729
1566,2005,March 17 2005,Albuquerque,First Round,1,1449,16,1285,,11,Boise,ID,83701,43.6038,-116.2729
1554,2005,March 17 2005,Albuquerque,First Round,9,1338,8,1334,,-8,Boise,ID,83701,43.6038,-116.2729
1539,2005,March 17 2005,Chicago,First Round,6,1261,11,1412,,-14,Boise,ID,83701,43.6038,-116.2729
1500,2005,March 19 2005,Chicago,Second Round,3,1112,11,1412,,22,Boise,ID,83701,43.6038,-116.2729
1505,2005,March 19 2005,Chicago,Second Round,3,1112,11,1412,,22,Boise,ID,83701,43.6038,-116.2729
1568,2005,March 17 2005,Chicago,First Round,3,1112,14,1429,,13,Boise,ID,83701,43.6038,-116.2729
1471,2005,March 24 2005,Chicago,Regional Semifinal,12,1454,1,1228,,-14,Chicago,IL,60290,41.9613,-87.8849
1456,2005,March 26 2005,Chicago,Regional Final,1,1228,3,1112,OT,1,Chicago,IL,60290,41.9613,-87.8849
1468,2005,March 24 2005,Chicago,Regional Semifinal,1,1228,12,1454,,14,Chicago,IL,60290,41.9613,-87.8849
1470,2005,March 24 2005,Chicago,Regional Semifinal,2,1329,3,1112,,-1,Chicago,IL,60290,41.9613,-87.8849
1458,2005,March 26 2005,Chicago,Regional Final,3,1112,1,1228,OT,-1,Chicago,IL,60290,41.9613,-87.8849
1474,2005,March 24 2005,Chicago,Regional Semifinal,3,1112,2,1329,,1,Chicago,IL,60290,41.9613,-87.8849
1555,2005,March 17 2005,Chicago,First Round,13,1335,4,1130,,-20,Cleveland,OH,44101,41.5234,-81.5996
1559,2005,March 17 2005,Chicago,First Round,12,1454,5,1104,,10,Cleveland,OH,44101,41.5234,-81.5996
1570,2005,March 17 2005,Chicago,First Round,5,1104,12,1454,,-10,Cleveland,OH,44101,41.5234,-81.5996
1501,2005,March 19 2005,Albuquerque,Second Round,7,1452,2,1448,2OT,6,Cleveland,OH,44101,41.5234,-81.5996
1563,2005,March 17 2005,Albuquerque,First Round,7,1452,10,1166,,2,Cleveland,OH,44101,41.5234,-81.5996
1497,2005,March 19 2005,Albuquerque,Second Round,2,1448,7,1452,2OT,-6,Cleveland,OH,44101,41.5234,-81.5996
1502,2005,March 19 2005,Albuquerque,Second Round,2,1448,7,1452,2OT,-6,Cleveland,OH,44101,41.5234,-81.5996
1565,2005,March 17 2005,Albuquerque,First Round,2,1448,15,1151,,16,Cleveland,OH,44101,41.5234,-81.5996
1546,2005,March 17 2005,Albuquerque,First Round,10,1166,7,1452,,-2,Cleveland,OH,44101,41.5234,-81.5996
1547,2005,March 17 2005,Albuquerque,First Round,15,1151,2,1448,,-16,Cleveland,OH,44101,41.5234,-81.5996
1499,2005,March 19 2005,Chicago,Second Round,4,1130,12,1454,,-8,Cleveland,OH,44101,41.5234,-81.5996
1504,2005,March 19 2005,Chicago,Second Round,4,1130,12,1454,,-8,Cleveland,OH,44101,41.5234,-81.5996
1567,2005,March 17 2005,Chicago,First Round,4,1130,13,1335,,20,Cleveland,OH,44101,41.5234,-81.5996
1527,2005,March 18 2005,1393,First Round,13,1325,4,1196,,-5,Nashville,TN,37201,36.1657,-86.7781
1534,2005,March 18 2005,1393,First Round,12,1307,5,1437,,-8,Nashville,TN,37201,36.1657,-86.7781
1509,2005,March 18 2005,Albuquerque,First Round,13,1418,4,1257,,-6,Nashville,TN,37201,36.1657,-86.7781
1490,2005,March 20 2005,1393,Second Round,5,1437,4,1196,,11,Nashville,TN,37201,36.1657,-86.7781
1537,2005,March 18 2005,1393,First Round,5,1437,12,1307,,8,Nashville,TN,37201,36.1657,-86.7781
1476,2005,March 20 2005,Albuquerque,Second Round,4,1257,5,1210,,22,Nashville,TN,37201,36.1657,-86.7781
1508,2005,March 18 2005,Albuquerque,First Round,4,1257,13,1418,,6,Nashville,TN,37201,36.1657,-86.7781
1478,2005,March 20 2005,Albuquerque,Second Round,5,1210,4,1257,,-22,Nashville,TN,37201,36.1657,-86.7781
1512,2005,March 18 2005,Albuquerque,First Round,5,1210,12,1203,,12,Nashville,TN,37201,36.1657,-86.7781
1513,2005,March 18 2005,Albuquerque,First Round,12,1203,5,1210,,-12,Nashville,TN,37201,36.1657,-86.7781
1479,2005,March 20 2005,1393,Second Round,4,1196,5,1437,,-11,Nashville,TN,37201,36.1657,-86.7781
1514,2005,March 18 2005,1393,First Round,4,1196,13,1325,,5,Nashville,TN,37201,36.1657,-86.7781
1445,2005,April 4 2005,National,National Final,1,1228,1,1314,,-5,St. Louis,MO,63101,38.626737,-90.255145
1448,2005,April 2 2005,National,National Semifinal,1,1228,4,1257,,15,St. Louis,MO,63101,38.626737,-90.255145
1446,2005,April 4 2005,National,National Final,1,1314,1,1228,,5,St. Louis,MO,63101,38.626737,-90.255145
1449,2005,April 2 2005,National,National Semifinal,1,1314,5,1277,,16,St. Louis,MO,63101,38.626737,-90.255145
1450,2005,April 2 2005,National,National Semifinal,5,1277,1,1314,,-16,St. Louis,MO,63101,38.626737,-90.255145
1447,2005,April 2 2005,National,National Semifinal,4,1257,1,1228,,-15,St. Louis,MO,63101,38.626737,-90.255145
1562,2005,March 17 2005,Albuquerque,First Round,14,1457,3,1211,,-10,Tucson,AZ,85701,32.2139,-110.9694
1495,2005,March 19 2005,Austin,Second Round,6,1428,3,1328,,9,Tucson,AZ,85701,32.2139,-110.9694
1549,2005,March 17 2005,Austin,First Round,6,1428,11,1431,,6,Tucson,AZ,85701,32.2139,-110.9694
1552,2005,March 17 2005,Austin,First Round,11,1431,6,1428,,-6,Tucson,AZ,85701,32.2139,-110.9694
1496,2005,March 19 2005,Albuquerque,Second Round,6,1403,3,1211,,2,Tucson,AZ,85701,32.2139,-110.9694
1551,2005,March 17 2005,Albuquerque,First Round,6,1403,11,1417,,12,Tucson,AZ,85701,32.2139,-110.9694
1558,2005,March 17 2005,Austin,First Round,14,1310,3,1328,,-17,Tucson,AZ,85701,32.2139,-110.9694
1550,2005,March 17 2005,Albuquerque,First Round,11,1417,6,1403,,-12,Tucson,AZ,85701,32.2139,-110.9694
1557,2005,March 17 2005,Austin,First Round,3,1328,14,1310,,17,Tucson,AZ,85701,32.2139,-110.9694
1493,2005,March 19 2005,Albuquerque,Second Round,3,1211,6,1403,,-2,Tucson,AZ,85701,32.2139,-110.9694
1543,2005,March 17 2005,Albuquerque,First Round,3,1211,14,1457,,10,Tucson,AZ,85701,32.2139,-110.9694
1489,2005,March 20 2005,Austin,Second Round,13,1436,5,1277,,-11,Worcester,MA,1601,42.2653,-71.8794
1536,2005,March 18 2005,Austin,First Round,13,1436,4,1393,OT,3,Worcester,MA,1601,42.2653,-71.8794
1525,2005,March 18 2005,Austin,First Round,12,1330,5,1277,,-8,Worcester,MA,1601,42.2653,-71.8794
1518,2005,March 18 2005,1393,First Round,15,1416,2,1163,,-6,Worcester,MA,1601,42.2653,-71.8794
1520,2005,March 18 2005,Austin,First Round,4,1393,13,1436,OT,-3,Worcester,MA,1601,42.2653,-71.8794
1485,2005,March 20 2005,1393,Second Round,10,1301,2,1163,,3,Worcester,MA,1601,42.2653,-71.8794
1530,2005,March 18 2005,1393,First Round,10,1301,7,1150,,12,Worcester,MA,1601,42.2653,-71.8794
1475,2005,March 20 2005,Austin,Second Round,5,1277,13,1436,,11,Worcester,MA,1601,42.2653,-71.8794
1507,2005,March 18 2005,Austin,First Round,5,1277,12,1330,,8,Worcester,MA,1601,42.2653,-71.8794
1481,2005,March 20 2005,1393,Second Round,2,1163,10,1301,,-3,Worcester,MA,1601,42.2653,-71.8794
1517,2005,March 18 2005,1393,First Round,2,1163,15,1416,,6,Worcester,MA,1601,42.2653,-71.8794
1519,2005,March 18 2005,1393,First Round,7,1150,10,1301,,-12,Worcester,MA,1601,42.2653,-71.8794
1387,2006,March 17 2006,1449,First Round,14,1293,3,1314,,-4,Dayton,OH,45401,39.7505,-84.2686
1443,2006,March 14 2006,Minneapolis,Opening Round,16,1284,16,1214,,22,Dayton,OH,45401,39.7505,-84.2686
1444,2006,March 14 2006,Minneapolis,Opening Round,16,1214,16,1284,,-22,Dayton,OH,45401,39.7505,-84.2686
1356,2006,March 19 2006,Minneapolis,Second Round,2,1326,7,1207,,-18,Dayton,OH,45401,39.7505,-84.2686
1392,2006,March 17 2006,Minneapolis,First Round,2,1326,15,1172,,8,Dayton,OH,45401,39.7505,-84.2686
1390,2006,March 17 2006,Minneapolis,First Round,10,1320,7,1207,,-5,Dayton,OH,45401,39.7505,-84.2686
